flight_id,airline,origin_airport,dest_airport,flight_date,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay_min,arrival_delay_min,delay_cause
UA030_BUF_20195,United Air Lines Inc.,BUF,XXX,2019-05-24,2019-05-24T02:34:00,2019-05-24T02:11:00,2019-05-24T04:34:00,2019-05-24T04:16:00,37,42,LATE_AIRCRAFT
UA031_BUF_20195,United Air Lines Inc.,BUF,XXX,2019-05-23,2019-05-23T22:39:00,2019-05-23T22:38:00,2019-05-23T00:39:00,2019-05-23T00:37:00,59,58,NAS
UA032_BUF_20195,United Air Lines Inc.,BUF,XXX,2019-05-22,2019-05-22T14:23:00,2019-05-22T14:17:00,2019-05-22T16:23:00,2019-05-22T16:23:00,54,60,LATE_AIRCRAFT
UA033_BUF_20195,United Air Lines Inc.,BUF,XXX,2019-05-14,2019-05-14T11:31:00,2019-05-14T11:06:00,2019-05-14T13:31:00,2019-05-14T13:02:00,95,91,LATE_AIRCRAFT
UA034_BUF_20195,United Air Lines Inc.,BUF,XXX,2019-05-20,2019-05-20T12:25:00,2019-05-20T12:25:00,2019-05-20T14:25:00,2019-05-20T14:25:00,-6,-4,WEATHER
UA035_BUF_20195,United Air Lines Inc.,BUF,XXX,2019-05-27,2019-05-27T04:09:00,2019-05-27T04:43:00,2019-05-27T06:09:00,2019-05-27T06:39:00,34,30,WEATHER
UA036_BUF_20195,United Air Lines Inc.,BUF,XXX,2019-05-17,2019-05-17T20:53:00,2019-05-17T20:56:00,2019-05-17T22:53:00,2019-05-17T22:54:00,63,61,LATE_AIRCRAFT
UA037_BUF_20195,United Air Lines Inc.,BUF,XXX,2019-05-23,2019-05-23T09:36:00,2019-05-23T09:53:00,2019-05-23T11:36:00,2019-05-23T11:57:00,77,81,LATE_AIRCRAFT
UA038_BUF_20195,United Air Lines Inc.,BUF,XXX,2019-05-01,2019-05-01T10:06:00,2019-05-01T10:06:00,2019-05-01T12:06:00,2019-05-01T12:06:00,-3,-2,CARRIER
UA039_BUF_20195,United Air Lines Inc.,BUF,XXX,2019-05-09,2019-05-09T16:20:00,2019-05-09T16:05:00,2019-05-09T18:20:00,2019-05-09T18:03:00,45,43,LATE_AIRCRAFT
OO000_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-01,2019-03-01T21:58:00,2019-03-01T21:13:00,2019-03-01T23:58:00,2019-03-01T23:17:00,15,19,LATE_AIRCRAFT
OO001_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-15,2019-03-15T00:20:00,2019-03-15T00:34:00,2019-03-15T02:20:00,2019-03-15T02:41:00,14,21,LATE_AIRCRAFT
OO002_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-07,2019-03-07T22:48:00,2019-03-07T22:48:00,2019-03-07T00:48:00,2019-03-07T00:49:00,-6,1,CARRIER
OO003_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-24,2019-03-24T08:38:00,2019-03-24T08:38:00,2019-03-24T10:38:00,2019-03-24T10:38:00,-7,0,LATE_AIRCRAFT
OO004_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-01,2019-03-01T00:43:00,2019-03-01T00:55:00,2019-03-01T02:43:00,2019-03-01T02:55:00,12,12,CARRIER
OO005_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-09,2019-03-09T12:44:00,2019-03-09T12:44:00,2019-03-09T14:44:00,2019-03-09T14:44:00,0,0,CARRIER
OO006_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-14,2019-03-14T03:46:00,2019-03-14T03:00:00,2019-03-14T05:46:00,2019-03-14T05:10:00,14,24,LATE_AIRCRAFT
OO007_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-22,2019-03-22T04:15:00,2019-03-22T04:24:00,2019-03-22T06:15:00,2019-03-22T06:21:00,9,6,WEATHER
OO008_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-10,2019-03-10T16:43:00,2019-03-10T16:43:00,2019-03-10T18:43:00,2019-03-10T18:43:00,-7,-4,CARRIER
OO009_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-15,2019-03-15T07:20:00,2019-03-15T07:24:00,2019-03-15T09:20:00,2019-03-15T09:30:00,4,10,OTHER
OO010_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-01,2019-03-01T21:49:00,2019-03-01T21:49:00,2019-03-01T23:49:00,2019-03-01T23:49:00,-1,-2,LATE_AIRCRAFT
OO011_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-21,2019-03-21T10:27:00,2019-03-21T10:40:00,2019-03-21T12:27:00,2019-03-21T12:43:00,13,16,LATE_AIRCRAFT
OO012_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-01,2019-03-01T20:38:00,2019-03-01T20:38:00,2019-03-01T22:38:00,2019-03-01T22:38:00,-11,-13,LATE_AIRCRAFT
OO013_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-13,2019-03-13T06:05:00,2019-03-13T06:13:00,2019-03-13T08:05:00,2019-03-13T08:10:00,8,5,CARRIER
OO014_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-01,2019-03-01T04:58:00,2019-03-01T04:20:00,2019-03-01T06:58:00,2019-03-01T06:20:00,22,22,LATE_AIRCRAFT
OO015_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-13,2019-03-13T08:57:00,2019-03-13T08:16:00,2019-03-13T10:57:00,2019-03-13T10:11:00,19,14,CARRIER
OO016_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-02,2019-03-02T16:19:00,2019-03-02T16:28:00,2019-03-02T18:19:00,2019-03-02T18:22:00,9,3,CARRIER
OO017_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-19,2019-03-19T21:47:00,2019-03-19T21:52:00,2019-03-19T23:47:00,2019-03-19T23:57:00,5,10,LATE_AIRCRAFT
OO018_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-27,2019-03-27T06:00:00,2019-03-27T06:23:00,2019-03-27T08:00:00,2019-03-27T08:14:00,23,14,CARRIER
OO019_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-04,2019-03-04T00:16:00,2019-03-04T00:26:00,2019-03-04T02:16:00,2019-03-04T02:26:00,10,10,CARRIER
OO020_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-21,2019-03-21T00:08:00,2019-03-21T00:08:00,2019-03-21T02:08:00,2019-03-21T02:08:00,-15,-11,LATE_AIRCRAFT
OO021_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-27,2019-03-27T22:52:00,2019-03-27T22:52:00,2019-03-27T00:52:00,2019-03-27T00:52:00,-1,-1,CARRIER
OO022_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-18,2019-03-18T14:37:00,2019-03-18T14:41:00,2019-03-18T16:37:00,2019-03-18T16:41:00,4,4,CARRIER
OO023_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-03,2019-03-03T02:50:00,2019-03-03T02:50:00,2019-03-03T04:50:00,2019-03-03T04:50:00,-4,-5,CARRIER
OO024_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-14,2019-03-14T12:21:00,2019-03-14T12:30:00,2019-03-14T14:21:00,2019-03-14T14:33:00,9,12,CARRIER
OO025_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-19,2019-03-19T13:48:00,2019-03-19T13:04:00,2019-03-19T15:48:00,2019-03-19T15:58:00,16,10,CARRIER
OO026_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-02,2019-03-02T13:02:00,2019-03-02T13:08:00,2019-03-02T15:02:00,2019-03-02T15:08:00,6,6,CARRIER
OO027_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-07,2019-03-07T02:40:00,2019-03-07T02:40:00,2019-03-07T04:40:00,2019-03-07T04:40:00,-2,-2,CARRIER
OO028_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-17,2019-03-17T20:50:00,2019-03-17T20:52:00,2019-03-17T22:50:00,2019-03-17T22:58:00,2,8,LATE_AIRCRAFT
OO029_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-24,2019-03-24T04:14:00,2019-03-24T04:17:00,2019-03-24T06:14:00,2019-03-24T06:14:00,3,-3,LATE_AIRCRAFT
OO030_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-11,2019-03-11T14:04:00,2019-03-11T14:15:00,2019-03-11T16:04:00,2019-03-11T16:12:00,11,8,LATE_AIRCRAFT
OO031_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-19,2019-03-19T08:35:00,2019-03-19T08:35:00,2019-03-19T10:35:00,2019-03-19T10:35:00,-11,-7,LATE_AIRCRAFT
OO032_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-10,2019-03-10T02:35:00,2019-03-10T02:42:00,2019-03-10T04:35:00,2019-03-10T04:51:00,7,16,LATE_AIRCRAFT
OO033_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-02,2019-03-02T07:15:00,2019-03-02T07:30:00,2019-03-02T09:15:00,2019-03-02T09:23:00,15,8,CARRIER
OO034_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-18,2019-03-18T15:07:00,2019-03-18T15:13:00,2019-03-18T17:07:00,2019-03-18T17:10:00,6,3,LATE_AIRCRAFT
OO035_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-11,2019-03-11T18:08:00,2019-03-11T18:21:00,2019-03-11T20:08:00,2019-03-11T20:22:00,13,14,CARRIER
OO036_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-01,2019-03-01T14:07:00,2019-03-01T14:09:00,2019-03-01T16:07:00,2019-03-01T16:07:00,2,-1,LATE_AIRCRAFT
OO037_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-10,2019-03-10T08:40:00,2019-03-10T08:55:00,2019-03-10T10:40:00,2019-03-10T10:57:00,15,17,LATE_AIRCRAFT
OO038_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-01,2019-03-01T08:11:00,2019-03-01T08:31:00,2019-03-01T10:11:00,2019-03-01T10:31:00,20,20,CARRIER
OO039_TRI_20193,SkyWest Airlines Inc.,TRI,XXX,2019-03-07,2019-03-07T06:15:00,2019-03-07T06:32:00,2019-03-07T08:15:00,2019-03-07T08:24:00,17,9,LATE_AIRCRAFT
YX000_MSN_201910,Republic Airline,MSN,XXX,2019-10-24,2019-10-24T19:26:00,2019-10-24T19:29:00,2019-10-24T21:26:00,2019-10-24T21:33:00,3,7,LATE_AIRCRAFT
YX001_MSN_201910,Republic Airline,MSN,XXX,2019-10-18,2019-10-18T01:11:00,2019-10-18T01:29:00,2019-10-18T03:11:00,2019-10-18T03:37:00,18,26,CARRIER
YX002_MSN_201910,Republic Airline,MSN,XXX,2019-10-18,2019-10-18T09:06:00,2019-10-18T09:08:00,2019-10-18T11:06:00,2019-10-18T11:08:00,2,2,LATE_AIRCRAFT
YX003_MSN_201910,Republic Airline,MSN,XXX,2019-10-08,2019-10-08T15:01:00,2019-10-08T15:28:00,2019-10-08T17:01:00,2019-10-08T17:28:00,27,27,LATE_AIRCRAFT
YX004_MSN_201910,Republic Airline,MSN,XXX,2019-10-26,2019-10-26T12:46:00,2019-10-26T12:00:00,2019-10-26T14:46:00,2019-10-26T14:05:00,14,19,LATE_AIRCRAFT
YX005_MSN_201910,Republic Airline,MSN,XXX,2019-10-03,2019-10-03T20:55:00,2019-10-03T20:55:00,2019-10-03T22:55:00,2019-10-03T22:55:00,-15,-7,CARRIER
YX006_MSN_201910,Republic Airline,MSN,XXX,2019-10-27,2019-10-27T02:46:00,2019-10-27T02:46:00,2019-10-27T04:46:00,2019-10-27T04:46:00,-7,-8,CARRIER
YX007_MSN_201910,Republic Airline,MSN,XXX,2019-10-14,2019-10-14T21:18:00,2019-10-14T21:27:00,2019-10-14T23:18:00,2019-10-14T23:23:00,9,5,LATE_AIRCRAFT
YX008_MSN_201910,Republic Airline,MSN,XXX,2019-10-17,2019-10-17T22:40:00,2019-10-17T22:56:00,2019-10-17T00:40:00,2019-10-17T00:51:00,16,11,CARRIER
YX009_MSN_201910,Republic Airline,MSN,XXX,2019-10-25,2019-10-25T19:13:00,2019-10-25T19:26:00,2019-10-25T21:13:00,2019-10-25T21:22:00,13,9,CARRIER
YX010_MSN_201910,Republic Airline,MSN,XXX,2019-10-20,2019-10-20T10:05:00,2019-10-20T10:05:00,2019-10-20T12:05:00,2019-10-20T12:05:00,-14,-15,CARRIER
YX011_MSN_201910,Republic Airline,MSN,XXX,2019-10-09,2019-10-09T12:20:00,2019-10-09T12:25:00,2019-10-09T14:20:00,2019-10-09T14:29:00,5,9,LATE_AIRCRAFT
YX012_MSN_201910,Republic Airline,MSN,XXX,2019-10-05,2019-10-05T05:03:00,2019-10-05T05:08:00,2019-10-05T07:03:00,2019-10-05T07:16:00,5,13,CARRIER
YX013_MSN_201910,Republic Airline,MSN,XXX,2019-10-06,2019-10-06T15:28:00,2019-10-06T15:47:00,2019-10-06T17:28:00,2019-10-06T17:39:00,19,11,CARRIER
YX014_MSN_201910,Republic Airline,MSN,XXX,2019-10-11,2019-10-11T00:16:00,2019-10-11T00:30:00,2019-10-11T02:16:00,2019-10-11T02:26:00,14,10,LATE_AIRCRAFT
YX015_MSN_201910,Republic Airline,MSN,XXX,2019-10-11,2019-10-11T11:54:00,2019-10-11T11:01:00,2019-10-11T13:54:00,2019-10-11T13:01:00,7,7,CARRIER
YX016_MSN_201910,Republic Airline,MSN,XXX,2019-10-04,2019-10-04T19:47:00,2019-10-04T19:08:00,2019-10-04T21:47:00,2019-10-04T21:03:00,21,16,LATE_AIRCRAFT
YX017_MSN_201910,Republic Airline,MSN,XXX,2019-10-21,2019-10-21T06:52:00,2019-10-21T06:52:00,2019-10-21T08:52:00,2019-10-21T08:52:00,-8,-8,NAS
YX018_MSN_201910,Republic Airline,MSN,XXX,2019-10-20,2019-10-20T05:26:00,2019-10-20T05:38:00,2019-10-20T07:26:00,2019-10-20T07:45:00,12,19,NAS
YX019_MSN_201910,Republic Airline,MSN,XXX,2019-10-26,2019-10-26T18:05:00,2019-10-26T18:25:00,2019-10-26T20:05:00,2019-10-26T20:24:00,20,19,NAS
YX020_MSN_201910,Republic Airline,MSN,XXX,2019-10-09,2019-10-09T10:06:00,2019-10-09T10:18:00,2019-10-09T12:06:00,2019-10-09T12:18:00,12,12,CARRIER
YX021_MSN_201910,Republic Airline,MSN,XXX,2019-10-08,2019-10-08T02:39:00,2019-10-08T02:12:00,2019-10-08T04:39:00,2019-10-08T04:05:00,33,26,LATE_AIRCRAFT
YX022_MSN_201910,Republic Airline,MSN,XXX,2019-10-01,2019-10-01T08:57:00,2019-10-01T08:57:00,2019-10-01T10:57:00,2019-10-01T10:00:00,-3,3,NAS
YX023_MSN_201910,Republic Airline,MSN,XXX,2019-10-26,2019-10-26T13:40:00,2019-10-26T13:04:00,2019-10-26T15:40:00,2019-10-26T15:03:00,24,23,CARRIER
YX024_MSN_201910,Republic Airline,MSN,XXX,2019-10-03,2019-10-03T04:47:00,2019-10-03T04:00:00,2019-10-03T06:47:00,2019-10-03T06:52:00,13,5,LATE_AIRCRAFT
YX025_MSN_201910,Republic Airline,MSN,XXX,2019-10-17,2019-10-17T01:19:00,2019-10-17T01:19:00,2019-10-17T03:19:00,2019-10-17T03:19:00,-12,-12,CARRIER
YX026_MSN_201910,Republic Airline,MSN,XXX,2019-10-03,2019-10-03T21:14:00,2019-10-03T21:14:00,2019-10-03T23:14:00,2019-10-03T23:15:00,-1,1,CARRIER
YX027_MSN_201910,Republic Airline,MSN,XXX,2019-10-21,2019-10-21T12:48:00,2019-10-21T12:48:00,2019-10-21T14:48:00,2019-10-21T14:48:00,-15,-15,CARRIER
YX028_MSN_201910,Republic Airline,MSN,XXX,2019-10-02,2019-10-02T04:29:00,2019-10-02T04:29:00,2019-10-02T06:29:00,2019-10-02T06:30:00,-5,1,CARRIER
YX029_MSN_201910,Republic Airline,MSN,XXX,2019-10-16,2019-10-16T13:13:00,2019-10-16T13:18:00,2019-10-16T15:13:00,2019-10-16T15:25:00,5,12,LATE_AIRCRAFT
YX030_MSN_201910,Republic Airline,MSN,XXX,2019-10-15,2019-10-15T16:30:00,2019-10-15T16:36:00,2019-10-15T18:30:00,2019-10-15T18:36:00,6,6,LATE_AIRCRAFT
YX031_MSN_201910,Republic Airline,MSN,XXX,2019-10-15,2019-10-15T02:40:00,2019-10-15T02:40:00,2019-10-15T04:40:00,2019-10-15T04:40:00,-3,-10,NAS
YX032_MSN_201910,Republic Airline,MSN,XXX,2019-10-17,2019-10-17T18:04:00,2019-10-17T18:12:00,2019-10-17T20:04:00,2019-10-17T20:12:00,8,8,CARRIER
YX033_MSN_201910,Republic Airline,MSN,XXX,2019-10-26,2019-10-26T05:12:00,2019-10-26T05:12:00,2019-10-26T07:12:00,2019-10-26T07:12:00,-5,-6,NAS
YX034_MSN_201910,Republic Airline,MSN,XXX,2019-10-04,2019-10-04T11:42:00,2019-10-04T11:03:00,2019-10-04T13:42:00,2019-10-04T13:04:00,21,22,CARRIER
YX035_MSN_201910,Republic Airline,MSN,XXX,2019-10-24,2019-10-24T16:39:00,2019-10-24T16:46:00,2019-10-24T18:39:00,2019-10-24T18:41:00,7,2,CARRIER
YX036_MSN_201910,Republic Airline,MSN,XXX,2019-10-08,2019-10-08T11:49:00,2019-10-08T11:52:00,2019-10-08T13:49:00,2019-10-08T13:51:00,3,2,LATE_AIRCRAFT
YX037_MSN_201910,Republic Airline,MSN,XXX,2019-10-26,2019-10-26T13:39:00,2019-10-26T13:48:00,2019-10-26T15:39:00,2019-10-26T15:44:00,9,5,LATE_AIRCRAFT
YX038_MSN_201910,Republic Airline,MSN,XXX,2019-10-10,2019-10-10T06:20:00,2019-10-10T06:32:00,2019-10-10T08:20:00,2019-10-10T08:32:00,12,12,LATE_AIRCRAFT
YX039_MSN_201910,Republic Airline,MSN,XXX,2019-10-11,2019-10-11T15:34:00,2019-10-11T15:54:00,2019-10-11T17:34:00,2019-10-11T17:50:00,20,16,LATE_AIRCRAFT
OO000_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-27,2020-04-27T06:30:00,2020-04-27T06:51:00,2020-04-27T08:30:00,2020-04-27T08:44:00,21,14,OTHER
OO001_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-02,2020-04-02T01:37:00,2020-04-02T01:44:00,2020-04-02T03:37:00,2020-04-02T03:50:00,7,13,OTHER
OO002_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-25,2020-04-25T14:43:00,2020-04-25T14:43:00,2020-04-25T16:43:00,2020-04-25T16:43:00,-6,-4,OTHER
OO003_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-01,2020-04-01T07:49:00,2020-04-01T07:54:00,2020-04-01T09:49:00,2020-04-01T09:55:00,5,6,OTHER
OO004_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-22,2020-04-22T21:20:00,2020-04-22T21:20:00,2020-04-22T23:20:00,2020-04-22T23:20:00,-7,-9,OTHER
OO005_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-06,2020-04-06T03:52:00,2020-04-06T03:04:00,2020-04-06T05:52:00,2020-04-06T05:00:00,12,8,OTHER
OO006_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-03,2020-04-03T12:53:00,2020-04-03T12:59:00,2020-04-03T14:53:00,2020-04-03T14:04:00,6,11,OTHER
OO007_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-16,2020-04-16T16:54:00,2020-04-16T16:54:00,2020-04-16T18:54:00,2020-04-16T18:54:00,-6,-1,OTHER
OO008_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-11,2020-04-11T18:04:00,2020-04-11T18:04:00,2020-04-11T20:04:00,2020-04-11T20:04:00,-3,-7,OTHER
OO009_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-15,2020-04-15T19:05:00,2020-04-15T19:05:00,2020-04-15T21:05:00,2020-04-15T21:09:00,-4,4,OTHER
OO010_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-26,2020-04-26T11:30:00,2020-04-26T11:30:00,2020-04-26T13:30:00,2020-04-26T13:30:00,-1,-4,OTHER
OO011_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-27,2020-04-27T22:55:00,2020-04-27T22:08:00,2020-04-27T00:55:00,2020-04-27T00:07:00,13,12,OTHER
OO012_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-09,2020-04-09T20:57:00,2020-04-09T20:57:00,2020-04-09T22:57:00,2020-04-09T22:57:00,0,-1,OTHER
OO013_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-16,2020-04-16T11:02:00,2020-04-16T11:02:00,2020-04-16T13:02:00,2020-04-16T13:02:00,-7,-13,OTHER
OO014_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-07,2020-04-07T07:12:00,2020-04-07T07:12:00,2020-04-07T09:12:00,2020-04-07T09:12:00,0,-1,OTHER
OO015_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-19,2020-04-19T07:42:00,2020-04-19T07:44:00,2020-04-19T09:42:00,2020-04-19T09:46:00,2,4,OTHER
OO016_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-09,2020-04-09T22:13:00,2020-04-09T22:13:00,2020-04-09T00:13:00,2020-04-09T00:13:00,-9,-13,OTHER
OO017_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-09,2020-04-09T08:37:00,2020-04-09T08:38:00,2020-04-09T10:37:00,2020-04-09T10:39:00,1,2,OTHER
OO018_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-27,2020-04-27T20:15:00,2020-04-27T20:24:00,2020-04-27T22:15:00,2020-04-27T22:18:00,9,3,OTHER
OO019_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-05,2020-04-05T18:14:00,2020-04-05T18:14:00,2020-04-05T20:14:00,2020-04-05T20:21:00,-3,7,OTHER
OO020_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-01,2020-04-01T04:38:00,2020-04-01T04:40:00,2020-04-01T06:38:00,2020-04-01T06:48:00,2,10,OTHER
OO021_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-10,2020-04-10T21:34:00,2020-04-10T21:38:00,2020-04-10T23:34:00,2020-04-10T23:34:00,4,-1,OTHER
OO022_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-12,2020-04-12T00:34:00,2020-04-12T00:47:00,2020-04-12T02:34:00,2020-04-12T02:47:00,13,13,OTHER
OO023_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-26,2020-04-26T09:54:00,2020-04-26T09:54:00,2020-04-26T11:54:00,2020-04-26T11:54:00,-7,-4,OTHER
OO024_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-23,2020-04-23T12:23:00,2020-04-23T12:23:00,2020-04-23T14:23:00,2020-04-23T14:23:00,-13,-15,OTHER
OO025_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-25,2020-04-25T12:46:00,2020-04-25T12:46:00,2020-04-25T14:46:00,2020-04-25T14:46:00,0,-10,OTHER
OO026_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-20,2020-04-20T18:18:00,2020-04-20T18:18:00,2020-04-20T20:18:00,2020-04-20T20:18:00,-4,-7,OTHER
OO027_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-14,2020-04-14T16:10:00,2020-04-14T16:15:00,2020-04-14T18:10:00,2020-04-14T18:10:00,5,-1,OTHER
OO028_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-24,2020-04-24T08:34:00,2020-04-24T08:43:00,2020-04-24T10:34:00,2020-04-24T10:40:00,9,6,OTHER
OO029_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-20,2020-04-20T16:36:00,2020-04-20T16:36:00,2020-04-20T18:36:00,2020-04-20T18:36:00,-15,-15,OTHER
OO030_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-16,2020-04-16T13:34:00,2020-04-16T13:34:00,2020-04-16T15:34:00,2020-04-16T15:34:00,-2,-2,OTHER
OO031_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-19,2020-04-19T16:51:00,2020-04-19T16:51:00,2020-04-19T18:51:00,2020-04-19T18:51:00,-5,-12,OTHER
OO032_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-08,2020-04-08T13:29:00,2020-04-08T13:29:00,2020-04-08T15:29:00,2020-04-08T15:31:00,-4,2,OTHER
OO033_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-08,2020-04-08T20:42:00,2020-04-08T20:03:00,2020-04-08T22:42:00,2020-04-08T22:59:00,21,17,OTHER
OO034_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-06,2020-04-06T16:32:00,2020-04-06T16:32:00,2020-04-06T18:32:00,2020-04-06T18:32:00,-14,-14,OTHER
OO035_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-25,2020-04-25T13:47:00,2020-04-25T13:01:00,2020-04-25T15:47:00,2020-04-25T15:57:00,14,10,OTHER
OO036_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-25,2020-04-25T17:42:00,2020-04-25T17:46:00,2020-04-25T19:42:00,2020-04-25T19:46:00,4,4,OTHER
OO037_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-21,2020-04-21T01:21:00,2020-04-21T01:21:00,2020-04-21T03:21:00,2020-04-21T03:21:00,-15,-7,OTHER
OO038_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-02,2020-04-02T08:23:00,2020-04-02T08:23:00,2020-04-02T10:23:00,2020-04-02T10:23:00,-15,-15,OTHER
OO039_RNO_20204,SkyWest Airlines Inc.,RNO,XXX,2020-04-14,2020-04-14T14:44:00,2020-04-14T14:44:00,2020-04-14T16:44:00,2020-04-14T16:46:00,-1,2,OTHER
YX000_MIA_20206,Republic Airline,MIA,XXX,2020-06-03,2020-06-03T11:33:00,2020-06-03T11:33:00,2020-06-03T13:33:00,2020-06-03T13:33:00,-15,-6,CARRIER
YX001_MIA_20206,Republic Airline,MIA,XXX,2020-06-15,2020-06-15T13:46:00,2020-06-15T13:58:00,2020-06-15T15:46:00,2020-06-15T15:03:00,12,17,NAS
YX002_MIA_20206,Republic Airline,MIA,XXX,2020-06-27,2020-06-27T03:51:00,2020-06-27T03:51:00,2020-06-27T05:51:00,2020-06-27T05:51:00,-9,-10,CARRIER
YX003_MIA_20206,Republic Airline,MIA,XXX,2020-06-24,2020-06-24T16:07:00,2020-06-24T16:07:00,2020-06-24T18:07:00,2020-06-24T18:07:00,-7,-7,CARRIER
YX004_MIA_20206,Republic Airline,MIA,XXX,2020-06-10,2020-06-10T02:13:00,2020-06-10T02:13:00,2020-06-10T04:13:00,2020-06-10T04:13:00,-15,-15,NAS
YX005_MIA_20206,Republic Airline,MIA,XXX,2020-06-13,2020-06-13T01:42:00,2020-06-13T01:42:00,2020-06-13T03:42:00,2020-06-13T03:42:00,-5,0,NAS
