"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","MonthlyAverageWindSpeed","CoolingDegreeDaysSeasonToDate","MonthlyCoolingDegreeDays","MonthlyNumberDaysWithSnowfall","HeatingDegreeDaysSeasonToDate","MonthlyHeatingDegreeDays","MonthlyNumberDaysWithThunderstorms","MonthlyNumberDaysWithHeavyFog","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"AAI0000TNCA","2023-08-18T04:00:00","","","","","FM-15","223","1012.0","25.0","29.0","","","","","79.0","FEW:02 5.49","","","9.999","","80.0","","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 180400Z 08011KT 9999 FEW018 29/25 Q1012 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T05:00:00","","","","","FM-15","223","1012.0","25.0","29.0","","","","","79.0","FEW:02 5.49","","","9.999","","80.0","","5.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 180500Z 08010KT 9999 FEW018 29/25 Q1012 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T06:00:00","","","","","FM-15","223","1011.0","22.0","28.0","","","-1.5","8","70.0","FEW:02 5.49 SCT:03 105.0","1010.9","1010.5","9.999","26.0","90.0","","6.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 180600Z 09012KT 9999 FEW018 28/22 Q1011 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T07:00:00","","","","","FM-15","223","1010.0","25.0","28.0","","","","","84.0","FEW:02 5.49","","","9.999","","90.0","","5.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 180700Z 09010KT 9999 FEW018 28/25 Q1010 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T08:00:00","","","","","FM-15","223","1010.0","25.0","28.0","","","","","84.0","FEW:02 5.49","","","9.999","","90.0","","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 180800Z 09011KT 9999 FEW018 28/25 Q1010 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T09:00:00","","","","","FM-15","223","1010.0","22.0","28.0","","","-0.8","6","70.0","FEW:02 5.49","1010.3","1009.9","9.999","26.3","80.0","","4.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 180900Z 08009KT 9999 FEW018 28/22 Q1010 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T10:00:00","","","","","FM-15","223","1010.0","25.0","28.0","","","","","84.0","FEW:02 5.49","","","9.999","","90.0","","4.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 181000Z 09009KT 9999 FEW018 28/25 Q1010 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T11:00:00","","","","","FM-15","223","1010.0","25.0","28.0","","","","","84.0","FEW:02 5.79","","","9.999","","100.0","","4.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 181100Z 10008KT 9999 FEW019 28/25 Q1010 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T12:00:00","","","","","FM-15","223","1010.0","25.0","30.0","","","0.1","2","75.0","FEW:02 6.1 SCT:03 105.0","1010.4","1010.0","9.999","25.9","100.0","","6.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 181200Z 10012KT 9999 FEW020 30/25 Q1010 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T13:00:00","","","","","FM-15","223","1010.0","25.0","30.0","","","","","75.0","SCT:04 6.4","","","9.999","","120.0","","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 181300Z 12011KT 9999 SCT021 30/25 Q1010 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T14:00:00","","","","","FM-15","223","1011.0","25.0","31.0","","","","","70.0","SCT:04 7.32","","","9.999","","VRB","","6.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET065METAR TNCA 181400Z 12012KT 090V150 9999 SCT024 31/25 Q1011 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T15:00:00","","","","","FM-15","223","1011.0","26.0","30.0","","","0.5","1","79.0","BKN:07 7.32 SCT:03 105.0","1010.9","1010.5","9.999","26.8","140.0","","6.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 181500Z 14012KT 9999 BKN024 30/26 Q1011 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T16:00:00","","","","","FM-15","223","1010.0","26.0","29.0","","","","","84.0","BKN:07 7.92","","","9.999","","150.0","","6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 181600Z 15013KT 9999 BKN026 29/26 Q1010 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T17:00:00","","","","","FM-15","223","1010.0","26.0","29.0","","","","","84.0","BKN:07 7.32","","","9.999","","150.0","","6.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 181700Z 15012KT 9999 BKN024 29/26 Q1010 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T18:00:00","","","","","FM-15","223","1009.0","26.0","29.0","","","-1.7","8","84.0","SCT:04 6.71 BKN:05 105.0","1009.2","1008.8","9.999","27.0","150.0","","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 181800Z 15011KT 9999 SCT022 29/26 Q1009 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T19:00:00","","","","","FM-15","223","1008.0","24.0","32.0","","","","","63.0","SCT:04 8.53","","","9.999","","VRB","","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET065METAR TNCA 181900Z 11011KT 070V140 9999 SCT028 32/24 Q1008 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T20:00:00","","","","","FM-15","223","1007.0","25.0","32.0","","","","","67.0","SCT:04 8.84","","","9.999","","VRB","","5.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET065METAR TNCA 182000Z 10010KT 070V150 9999 SCT029 32/25 Q1007 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T21:00:00","","","","","FM-15","223","1007.0","25.0","31.0","","","-2.1","6","70.0","SCT:04 6.71 BKN:05 105.0","1007.2","1006.8","9.999","26.5","VRB","","5.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET065METAR TNCA 182100Z 08010KT 050V110 9999 SCT022 31/25 Q1007 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T22:00:00","","","","","FM-15","223","1007.0","25.0","30.0","","","","","75.0","FEW:02 5.18","","","9.999","","50.0","","4.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 182200Z 05009KT 9999 FEW017 30/25 Q1007 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-18T23:00:00","","","","","FM-15","223","1007.0","25.0","30.0","","","","","75.0","FEW:02 5.49","","","9.999","","70.0","","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 182300Z 07011KT 9999 FEW018 30/25 Q1007 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T00:00:00","","","","","FM-15","223","1008.0","26.0","29.0","","","0.8","3","84.0","FEW:02 5.49 BKN:05 105.0","1008.2","1007.8","9.999","26.5","60.0","","6.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 190000Z 06012KT 9999 FEW018 29/26 Q1008 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T01:00:00","","","","","FM-15","223","1009.0","26.0","29.0","","","","","84.0","FEW:02 5.49","","","9.999","","60.0","","5.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 190100Z 06010KT 9999 FEW018 29/26 Q1009 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T02:00:00","","","","","FM-15","223","1009.0","26.0","29.0","","","","","84.0","FEW:02 5.49","","","9.999","","60.0","","6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 190200Z 06013KT 9999 FEW018 29/26 Q1009 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T03:00:00","","","","","FM-15","223","1010.0","26.0","29.0","","","2.1","3","84.0","FEW:02 5.18 BKN:05 105.0","1010.1","1009.7","9.999","27.0","60.0","","7.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 190300Z 06014KT 9999 FEW017 29/26 Q1010 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T04:00:00","","","","","FM-15","223","1010.0","26.0","29.0","","","","","84.0","FEW:02 5.18","","","9.999","","60.0","","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 190400Z 06011KT 9999 FEW017 29/26 Q1010 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T05:00:00","","","","","FM-15","223","1009.0","26.0","29.0","","","","","84.0","FEW:02 5.18","","","9.999","","70.0","","4.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 190500Z 07009KT 9999 FEW017 29/26 Q1009 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T06:00:00","","","","","FM-15","223","1009.0","25.0","29.0","","","-0.8","8","79.0","FEW:02 5.18 BKN:05 105.0","1009.4","1009.0","9.999","26.5","80.0","","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 190600Z 08011KT 9999 FEW017 29/25 Q1009 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T07:00:00","","","","","FM-15","223","1009.0","25.0","28.0","","","","","84.0","FEW:02 5.18","","","9.999","","80.0","","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 190700Z 08011KT 9999 FEW017 28/25 Q1009 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T08:00:00","","","","","FM-15","223","1008.0","25.0","28.0","","","","","84.0","FEW:02 5.18","","","9.999","","90.0","","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 190800Z 09011KT 9999 FEW017 28/25 Q1008 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T09:00:00","","","","","FM-15","223","1008.0","26.0","28.0","","","-0.9","5","89.0","FEW:02 5.18 BKN:05 105.0","1008.6","1008.2","9.999","26.9","90.0","","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 190900Z 09011KT 9999 FEW017 28/26 Q1008 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T10:00:00","","","","","FM-15","223","1008.0","26.0","28.0","","","","","89.0","FEW:02 5.18","","","9.999","","90.0","","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 191000Z 09011KT 9999 FEW017 28/26 Q1008 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T11:00:00","","","","","FM-15","223","1009.0","26.0","29.0","","","","","84.0","SCT:04 5.18","","","9.999","","100.0","","4.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 191100Z 10009KT 9999 SCT017 29/26 Q1009 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T12:00:00","","","","","FM-15","223","1009.0","25.0","30.0","","","1.0","3","75.0","FEW:02 5.49 BKN:06 105.0","1009.6","1009.2","9.999","26.8","90.0","","6.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 191200Z 09012KT 9999 FEW018 30/25 Q1009 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T13:00:00","","","","","FM-15","223","1010.0","26.0","30.0","","","","","79.0","SCT:04 5.18","","","9.999","","90.0","","7.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 191300Z 09014KT 9999 SCT017 30/26 Q1010 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T14:00:00","","","","","FM-15","223","1010.0","25.0","31.0","","","","","70.0","BKN:07 5.18","","","9.999","","100.0","","8.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 191400Z 10016KT 9999 BKN017 31/25 Q1010 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T15:00:00","","","","","FM-15","223","1009.0","26.0","32.0","","","0.2","9","71.0","BKN:07 6.71 BKN:06 105.0","1009.8","1009.4","9.999","26.6","90.0","","8.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 191500Z 09017KT 9999 BKN022 32/26 Q1009 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T16:00:00","","","","","FM-15","223","1009.0","25.0","32.0","","","","","67.0","SCT:04 6.4","","","9.999","","80.0","","8.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 191600Z 08017KT 9999 SCT021 32/25 Q1009 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T17:00:00","","","","","FM-15","223","1009.0","25.0","33.0","","","","","63.0","FEW:02 7.62","","","9.999","","90.0","","8.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 191700Z 09017KT 9999 FEW025 33/25 Q1009 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T18:00:00","","","","","FM-15","223","1008.0","25.0","33.0","","","-0.8","8","63.0","FEW:02 7.62 BKN:06 105.0","1008.6","1008.2","9.999","26.6","VRB","","8.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET065METAR TNCA 191800Z 08016KT 050V110 9999 FEW025 33/25 Q1008 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T19:00:00","","","","","FM-15","223","1008.0","25.0","32.0","","","","","67.0","FEW:02 6.71","","","9.999","","80.0","","7.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 191900Z 08014KT 9999 FEW022 32/25 Q1008 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T20:00:00","","","","","FM-15","223","1007.0","26.0","31.0","","","","","75.0","SCT:04 5.49","","","9.999","","VRB","","6.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET065METAR TNCA 192000Z 07012KT 040V110 9999 SCT018 31/26 Q1007 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T21:00:00","","","","","FM-15","223","1007.0","26.0","31.0","","","-1.5","8","75.0","BKN:07 5.49 BKN:07 90.0","1007.1","1006.7","9.999","27.1","90.0","","7.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 192100Z 09014KT 9999 BKN018 31/26 Q1007 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T22:00:00","","","","","FM-15","223","1007.0","26.0","31.0","","","","","75.0","SCT:04 5.49","","","9.999","","80.0","","7.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 192200Z 08015KT 9999 SCT018 31/26 Q1007 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-19T23:00:00","","","","","FM-15","223","1007.0","26.0","30.0","","","","","79.0","FEW:02 5.49","","","9.999","","80.0","","6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 192300Z 08013KT 9999 FEW018 30/26 Q1007 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-20T00:00:00","","","","","FM-15","223","1007.0","26.0","30.0","","","0.7","3","79.0","FEW:02 5.49 BKN:07 105.0","1007.8","1007.4","9.999","27.0","70.0","","6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 200000Z 07013KT 9999 FEW018 30/26 Q1007 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-20T01:00:00","","","","","FM-15","223","1008.0","26.0","29.0","","","","","84.0","FEW:02 5.49","","","9.999","","70.0","","5.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 200100Z 07010KT 9999 FEW018 29/26 Q1008 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-20T02:00:00","","","","","FM-15","223","1009.0","26.0","29.0","","","","","84.0","FEW:02 5.49","","","9.999","","80.0","","4.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 200200Z 08009KT 9999 FEW018 29/26 Q1009 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-20T03:00:00","","","","","FM-15","223","1009.0","26.0","29.0","","","1.4","1","84.0","FEW:02 7.32 BKN:06 105.0","1009.3","1008.9","9.999","27.0","70.0","","4.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 200300Z 07008KT 9999 FEW024 29/26 Q1009 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-20T04:00:00","","","","","FM-15","223","1009.0","26.0","29.0","","","","","84.0","FEW:02 7.32","","","9.999","","80.0","","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 200400Z 08011KT 9999 FEW024 29/26 Q1009 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-20T05:00:00","","","","","FM-15","223","1008.0","26.0","29.0","","","","","84.0","FEW:02 5.49","","","9.999","","80.0","","5.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 200500Z 08010KT 9999 FEW018 29/26 Q1008 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-20T06:00:00","","","","","FM-15","223","1008.0","26.0","29.0","","","","","84.0","FEW:02 5.49","","","9.999","","80.0","","5.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 200600Z 08010KT 9999 FEW018 29/26 Q1008 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-08-20T07:00:00","","","","","FM-15","223","1007.0","26.0","29.0","","","","","84.0","FEW:02 5.49","","","9.999","","70.0","","3.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 200700Z 07006KT 9999 FEW018 29/26 Q1007 NOSIG=","","","","","","","","","",""
